green,0.13731969909665592,0.6791424297043576,0.1835378711989858
yellow,0.5151343393499973,0.43231061241285884,0.052555048237143354
red,0.7978071904136597,0.11144922329409071,0.09074358629224948
blue,0.19239702542612205,0.3665841574533327,0.44101881712054636
purple,0.3748967836052454,0.3075817621235472,0.3175214542712073
<<<<<<< Updated upstream
orange,0.6751865638504384,0.22509676649871643,0.0997166696508466
=======
orange,0.6751865638504384,0.22509676649871643,0.0997166696508466
>>>>>>> Stashed changes
